id,year,age,skill_level,ethnicity,hand,general_processing_speed,general_oculomotor_speed,general_oculomotor_latency,smooth_pursuit_accuracy,dynamic_visual_acuity,choice_processing,choice_speed,choice_latency,discriminate_processing,discriminate_speed,discriminate_latency,circ_pursuit,horz_pursuit,vert_pursuit,age_group
632582,2019,19,Amateur,white,right,389,26,305.5,97.1443789,758,487,24,312,291,28,299,94.17149631,97.80934392,99.45229646,16-19
633047,2018,14,Amateur,hispanic,left,674.5,61,271,95.80402746,886,840,34,235,509,88,307,97.19625654,97.12919677,93.08662908,Under 16
633588,2019,14,Amateur,latinamerican,left,519.5,97,280,91.46932709,1107,635,97,284,404,97,276,90.15026192,87.86536765,96.39235171,Under 16
633603,2019,20,Amateur,white,right,353,11,292.5,94.29583595,593,364,10,303,342,12,282,92.20945903,91.89256381,98.785485,20+
633752,2018,20,College,white,right,384,25,366,93.22953434,710,533,22,381,235,28,351,98.33609231,93.69819773,87.65431298,20+
633784,2018,14,Amateur,white,right,405.5,61,251.5,90.20911106,665,494,59,273,317,63,230,94.2731605,90.97056491,85.38360776,Under 16
634053,2018,15,Amateur,hispanic,left,628,266.5,395.5,92.25022157,720,1016,418,504,240,115,287,92.0111396,95.27556397,89.46396113,Under 16
634160,2018,13,Amateur,white,right,388.5,37,338.5,94.12993433,603,407,65,304,370,9,373,99.41176365,92.46464537,90.51339398,Under 16
634604,2019,14,Amateur,latinamerican,right,454,77,249,83.07651114,855,681,91,264,227,63,234,80.27889808,79.16187214,89.78876319,Under 16
634944,2018,17,Amateur,white,left,425.5,250.5,266.5,93.09616515,921,640,90,270,211,411,263,98.73329398,93.03081808,87.52438338,16-19
635437,2018,15,Amateur,black,right,372.5,60.5,305,95.79835201,742,482,117,268,263,4,342,97.99035383,97.76355502,91.64114717,Under 16
635572,2019,19,Amateur,white,right,317.5,58.5,306,96.08762627,540,477,23,306,158,94,306,94.01842665,96.4767171,97.76773507,16-19
635624,2018,20,College,white,right,358.5,213,477.5,79.78560688,613,501,367,464,216,59,491,91.22363412,83.1667104,64.96647613,20+
636013,2019,21,Amateur,white,left,397,46,333.5,95.46078613,493,494,76,299,300,16,368,93.79337181,92.90885195,99.68013463,20+
636059,2019,16,Amateur,latinamerican,right,438,67,327,94.31961659,635,564,104,337,312,30,317,91.85456971,95.11176415,95.9925159,16-19
636179,2018,17,Amateur,white,right,367.5,36.5,262.5,97.98891267,632,490,38,247,245,35,278,98.13912408,99.38368061,96.44393331,16-19
636640,2018,19,College,white,left,320.5,46.5,266.5,96.61695464,710,377,60,261,264,33,272,98.41154505,96.52015531,94.91916357,16-19
636758,2018,21,College,white,right,326.5,115.5,254,96.5270132,803,446,108,236,207,123,272,99.3049531,98.69917392,91.57691257,20+
636761,2019,15,Amateur,white,right,250.5,71,320.5,84.31642351,651,334,24,354,167,118,287,86.23813632,80.32577827,86.38535593,Under 16
636967,2018,14,Amateur,black,left,383,87.5,253,93.43411837,655,490,129,253,276,46,253,98.98105799,98.82521602,82.49608109,Under 16
636969,2018,17,Amateur,black,left,525,50.5,306,88.70487678,740,525,16,343,525,85,269,94.57321492,89.95483779,81.58657764,16-19
637390,2019,21,Amateur,white,right,453,41.5,312,92.69798806,866,620,78,318,286,5,306,92.89613757,88.98014576,96.21768085,20+
638134,2018,20,College,white,right,377,63.5,259.5,89.63611682,945,490,53,290,264,74,229,92.44331703,88.81983069,87.64520273,20+
638298,2019,17,Amateur,NA,right,302,118.5,232.5,90.91615552,570,392,126,235,212,111,230,93.01504344,95.79849507,83.93492804,16-19
638498,2019,15,Amateur,white,right,327,129,318,94.58433237,656,465,168,252,189,90,384,93.15108332,97.78963709,92.81227671,Under 16
638804,2018,20,College,hispanic,right,300,59,337.5,97.43558385,792,450,67,402,150,51,273,97.80665513,98.83040032,95.66969609,20+
639279,2018,14,Amateur,black,left,NA,381.5,652.5,76.09557151,669,488,520,717,NA,243,588,94.23236447,62.79370791,71.26064215,Under 16
639968,2018,20,College,white,right,335.5,53.5,284.5,92.6008115,665,412,79,281,259,28,288,95.03663886,99.67477446,83.09102119,20+
640270,2018,16,Amateur,black,left,347.5,96.5,277,90.12422723,838,478,76,290,217,117,264,95.84013001,86.6747951,87.85775659,16-19
640304,2018,15,Amateur,hispanic,right,351,75,319.5,97.44688625,633,468,108,329,234,42,310,97.83512071,98.54282479,95.96271326,Under 16
640568,2019,20,College,white,right,338,92.5,251.5,93.60204811,930,490,59,242,186,126,261,91.7952604,90.078492,98.93239192,20+
641107,2018,21,College,white,right,525.5,68,289.5,89.43341045,647,652,93,242,399,43,337,95.22113633,98.86729809,74.21179693,20+
641351,2018,15,Amateur,white,right,472,101.5,280.5,92.17928973,900,531,112,274,413,91,287,95.93908175,86.59471847,94.00406898,Under 16
641416,2019,16,Amateur,black,right,417.5,35,299.5,84.88511387,840,467,41,298,368,29,301,86.39412998,84.29476903,83.96644259,16-19
641597,2018,20,College,white,right,325,41.5,310,87.63528797,582,474,29,335,176,54,285,94.80425916,87.57583416,80.5257706,20+
641837,2018,17,Amateur,white,right,394,43,305,89.08095111,802,475,29,317,313,57,293,92.73572976,78.43680665,96.07031691,16-19
641972,2018,21,College,white,left,409.5,31.5,266,91.44515516,531,514,33,277,305,30,255,94.33961697,96.77967025,83.21617825,20+
642049,2019,20,Amateur,NA,right,439.5,58,260,96.48709415,748,517,98,240,362,18,280,93.35526316,97.95487406,98.15114522,20+
642134,2018,20,College,hispanic,right,265,81.5,268.5,94.15432117,704,342,98,259,188,65,278,97.77958349,96.74797891,87.93540112,20+
642319,2019,20,Amateur,white,right,367,16,309,94.83280137,671,525,18,316,209,14,302,93.74129815,92.98676082,97.77034514,20+
642496,2018,20,College,american-indian,right,378.5,105.5,213,92.67613996,588,510,96,233,247,115,193,97.74267842,99.33333313,80.95240833,20+
642499,2018,20,College,white,right,361.5,36,249,98.65734634,465,456,37,245,267,35,253,98.88624191,99.65277061,97.4330265,20+
642505,2018,16,Amateur,black,right,377,139,271,93.72278822,636,465,102,262,289,176,280,97.62260926,97.12837046,86.41738494,16-19
643015,2019,20,Amateur,white,right,180.5,159.5,258.5,96.17587512,1028,237,254,232,124,65,285,92.07791264,98.92128427,97.52842845,20+
643360,2018,22,College,other,right,NA,NA,296,95.69515067,558,605,110,309,NA,NA,283,98.93938407,98.9323909,89.21367705,20+
643430,2019,16,Amateur,white,right,429,92.5,258.5,96.31946764,643,509,111,280,349,74,237,95.23901559,95.29486231,98.42452502,16-19
643742,2018,15,Amateur,white,left,323.5,59.5,301.5,97.60820049,816,380,45,329,267,74,274,98.74815246,99.68554078,94.39090824,Under 16
643935,2019,16,Amateur,latinamerican,right,200.5,12.5,294.5,94.52231272,491,174,13,294,227,12,295,94.22250316,89.75584562,99.58858938,16-19
644042,2019,21,Amateur,white,right,255,54,305,89.82376549,474,264,79,299,246,29,311,79.8636602,91.51261338,98.09502289,20+
644140,2019,14,Amateur,white,right,293.5,52.5,376.5,90.19942116,605,417,94,305,170,11,448,90.61475947,83.34461471,96.6388893,Under 16
644180,2019,20,Amateur,latinamerican,left,328.5,76.5,268,90.45644847,501,419,84,281,238,69,255,83.02060469,94.54595247,93.80278826,20+
644192,2018,21,College,asian,right,354.5,68,281.5,98.32623888,669,424,77,283,285,59,280,99.20347638,99.61760011,96.15764015,20+
644442,2019,19,Amateur,black,right,488,26,280.5,96.19307113,833,693,19,297,283,33,264,93.41895281,95.76786832,99.39239225,16-19
644572,2019,15,Amateur,white,right,369.5,39,311.5,93.44204583,722,489,32,318,250,46,305,93.69952613,88.97631973,97.65029164,Under 16
644751,2018,14,Amateur,asian,left,340,343,488,93.61778252,538,434,343,544,246,343,432,92.53858746,93.4318436,94.88291651,Under 16
644770,2018,14,Amateur,black,right,352.5,69,273.5,70.06632323,872,433,78,248,272,60,299,71.27474421,57.40734917,81.51687631,Under 16
645122,2018,20,College,white,right,373,63,266,98.73644219,589,506,73,267,240,53,265,99.04306846,99.43502518,97.73123293,20+
645159,2018,14,Amateur,hispanic,right,424,94.5,279,90.16363063,723,570,122,257,278,67,301,95.71537703,90.92465019,83.85086468,Under 16
645291,2019,20,College,white,left,344.5,53.5,323.5,96.1822335,524,435,36,279,254,71,368,92.58727569,96.46394197,99.49548284,20+
645846,2018,20,College,hispanic,right,426.5,308.5,320,95.66140377,634,451,309,313,402,308,327,99.36079156,99.84566908,87.77775066,20+
645857,2018,20,College,white,right,401,80,281,90.81967558,980,513,107,284,289,53,278,91.39009544,92.65735747,88.41157382,20+
645908,2019,16,Amateur,white,right,338,49,302.5,91.09957732,986,474,45,286,202,53,319,85.64335367,90.33420478,97.32117351,16-19
646052,2018,15,Amateur,hispanic,right,287.5,108.5,270,95.63633328,521,326,88,279,249,129,261,93.40848742,97.66719762,95.83331479,Under 16
646063,2019,19,Amateur,white,right,314,44.5,273,96.51933778,592,410,25,272,218,64,274,94.70003921,98.27182385,96.58615029,16-19
646088,2018,13,Amateur,white,right,469,63,301.5,88.49326727,1056,486,38,331,452,88,272,97.69760816,88.24592151,79.53627214,Under 16
646169,2019,20,Amateur,white,right,271.5,4.5,312,94.13138763,642,406,9,290,137,0,334,90.20994979,94.89658031,97.28763279,20+
646187,2018,20,College,white,right,395.5,57.5,268.5,92.33568303,716,559,46,291,232,69,246,91.43080725,94.385968020000007,91.19027381,20+
646230,2018,21,College,white,right,350,51,321.5,95.96354009,620,366,55,316,334,47,327,99.70567227,98.83913447,89.34581354,20+
646283,2019,20,Amateur,white,left,387.5,56,299,96.78767313,386,538,47,285,237,65,313,92.55982688,99.50373016,98.29946235,20+
646800,2019,16,Amateur,white,right,485,20,328.5,92.42214804,587,542,23,296,428,17,361,88.61068904,93.33811526,95.31763982,16-19
646832,2018,20,College,white,left,362,115,304.5,96.87208295,490,423,58,327,301,172,282,98.9675494,99.31153278,92.33716667,20+
647124,2019,20,Amateur,white,right,318.5,35.5,332.5,96.82287572,571,396,50,331,241,21,334,96.19756958,94.56822299,99.7028346,20+
647229,2018,20,College,white,right,511.5,235,391.5,91.28613028,823,734,431,509,289,39,274,94.57601468,96.87495371,82.40742246,20+
647556,2018,20,Amateur,white,right,514,49,285,96.98128124,607,691,47,275,337,51,295,98.34337179,98.181842,94.41862994,20+
648104,2019,20,Amateur,white,both,507.5,211.5,154.5,93.43577057,669,625,79,308,390,344,1,90.83088687,92.76485421,96.71157064,20+
648184,2018,21,College,white,right,563.5,215.5,334.5,94.33599048,945,793,357,424,334,74,245,98.60805528,99.66443704,84.73547912,20+
648641,2019,21,Amateur,white,right,278,13.5,329.5,91.59818185,884,394,17,333,162,10,326,89.88288229,88.66659484,96.24506841,20+
649174,2019,20,Amateur,black,right,393,35,320,93.69467039,814,378,24,299,408,46,341,91.38975827,94.59012737,95.10412553,20+
649265,2018,20,College,white,right,365.5,81,312.5,98.47167167,743,486,117,218,245,45,407,99.22097463,98.86731267,97.3267277,20+
649367,2018,16,Amateur,other,right,557.5,196.5,452.5,94.30946341,860,846,381,561,269,12,344,98.612122780000007,99.5461521,84.77011535,16-19
649976,2019,20,Amateur,white,right,323.5,10,280.5,94.12557325,662,390,11,278,257,9,283,91.10409264,92.47095436,98.80167276,20+
650077,2018,20,College,black,right,NA,NA,406,96.82378345,717,521,450,520,NA,NA,292,99.09688511,98.70967517,92.66479007,20+
650131,2018,20,College,white,right,439,242.5,304,94.51115287,255,627,376,396,251,109,212,99.33430774,98.28126297,85.9178879,20+
650690,2019,18,Amateur,white,right,566.5,68,285,91.82144219,688,780,107,266,353,29,304,93.30260493,88.06214272,94.09957892,16-19
651057,2019,17,Amateur,latinamerican,right,376,35.5,260,96.59076615,1394,480,21,264,272,50,256,94.19566728,96.66539034,98.91124084,16-19
651203,2019,20,Amateur,black,right,252,76,236.5,96.56751226,597,313,92,230,191,60,243,94.53359079,96.35053264,98.81841334,20+
651340,2018,21,College,hispanic,right,339.5,36.5,280.5,96.80381262,620,411,33,281,268,40,280,99.63582358,99.68651436,91.08909991,20+
651342,2019,14,Amateur,white,right,517,54.5,288,95.00854332,763,567,55,282,467,54,294,91.16112684,97.07792117,96.78658195,Under 16
651432,2019,15,Amateur,white,right,659,66,312.5,92.34849814,644,490,88,344,828,44,281,90.80938802,89.19393215,97.04217424,Under 16
651461,2019,16,Amateur,hispanic,right,325.5,243.5,208,92.95045053,795,356,209,220,295,278,196,90.11351153,95.08043178,93.65740828,16-19
651475,2018,21,College,white,right,316,38,343,91.90085024,531,434,38,334,198,38,352,94.81053766,99.83580071,81.05621235,20+
651603,2018,20,College,white,right,514.5,54.5,258,99.02509152,805,598,69,264,431,40,252,99.47877013,99.45847938,98.13802505,20+
651871,2019,17,Amateur,white,left,326,58,370,94.68696147,553,397,78,364,255,38,376,93.71465388,92.13416057,98.21206995,16-19
652085,2018,17,Amateur,black,right,340.5,67.5,267,93.01667766,657,421,79,254,260,56,280,96.74737029,95.29410536,87.00855732,16-19
652485,2018,15,Amateur,black,right,1235,391,533,83.53811271,1049,1492,474,800,978,308,266,91.48773627,82.74856596,76.37803589,Under 16
652509,2018,22,College,white,right,309.5,59,267.5,98.58372283,613,395,90,252,224,28,283,98.69732025,98.70370537,98.35014288,20+
652641,2019,21,Amateur,NA,both,386,26,293,97.28969901,516,421,30,285,351,22,301,92.91008922,99.64371669,99.31529113,20+
652906,2018,21,College,white,right,NA,163.5,339.5,88.90076469,987,546,185,343,NA,142,336,92.32977082,99.71551088,74.65701237,20+
652923,2018,22,College,white,both,327.5,120,307,97.69997189,1097,433,69,325,222,171,289,98.01134899,98.62747671,96.46108997,20+
652941,2018,20,College,white,right,321.5,273.5,422,90.7571138,778,526,367,473,117,180,371,99.41175197,90.16395225,82.69563718,20+
653205,2019,17,Amateur,pacificislander,right,395.5,100,285.5,92.3378835,518,355,89,285,436,111,286,90.15942438,90.49066139,96.36356472,16-19
653614,2018,21,College,white,right,408,48.5,267.5,95.75401787,830,512,32,280,304,65,255,99.21765033,99.0275479,89.01685539,20+
653629,2018,22,College,white,right,295,130,298,97.76466325,697,424,156,254,166,104,342,99.8525112,99.50496249,93.93651607,20+
653712,2018,15,Amateur,black,left,444.5,73,321,NA,935,624,84,335,265,62,307,NA,82.43670086,88.64969352,Under 16
654023,2018,21,College,asian,right,294,89.5,265,96.905896,660,381,54,302,207,125,228,98.3011505,98.92307532,93.49346218,20+
654040,2019,14,Amateur,white,left,300,39,236.5,93.49464401,732,334,17,263,266,61,210,89.28501851,95.45261274,95.74630079,Under 16
654157,2019,21,Amateur,white,right,456,57.5,276,93.73969855,606,561,76,269,351,39,283,93.89850207,87.76189753,99.55869604,20+
654185,2019,15,Amateur,latinamerican,right,542.5,38,312.5,93.64000276,886,681,61,308,404,15,317,93.74841972,89.40318407,97.76840449,Under 16
654189,2018,21,College,white,left,441.5,38,269.5,96.25009563,741,600,37,277,283,39,262,99.84961411,98.82355648,90.07711631,20+
654272,2018,15,Amateur,native-hawaiian,right,393,86.5,391.5,96.17513803,657,436,92,447,350,81,336,95.53029195,96.18874061,96.80638154,Under 16
654357,2018,15,Amateur,white,right,383.5,60,317,95.37390796,748,409,86,326,358,34,308,98.42578252,99.01318128,88.68276009,Under 16
654442,2018,15,Amateur,white,right,306,15,338,92.74794592,733,408,3,325,204,27,351,96.01203581,94.63414948,87.59765248,Under 16
654565,2019,20,Amateur,white,left,431,42,261.5,96.0243699,1049,597,35,264,265,49,259,93.0153887,96.35231908,98.70540193,20+
654586,2018,20,College,white,right,324.5,194.5,328,95.90084991,990,431,48,298,218,341,358,95.29014876,99.19352414,93.21887682,20+
654900,2018,20,College,white,right,304,44.5,283.5,98.43200343,633,386,61,272,222,28,295,99.71367886,99.68403724,95.89829419,20+
655107,2019,21,Amateur,white,right,425.5,22.5,294.5,94.90648919,634,563,26,297,288,19,292,94.55669577,93.54944816,96.61332365,20+
655233,2019,17,Amateur,white,right,529,68.5,260.5,92.06967685,668,721,122,248,337,15,273,94.28155404,84.01779983,97.90967667,16-19
655263,2019,20,College,white,right,357,14.5,311,97.32081492,554,446,14,336,268,15,286,94.89056041,97.4530319,99.61885246,20+
655633,2019,19,Amateur,white,right,519.5,94.5,328.5,92.4211897,742,856,163,315,183,26,342,94.63485368,85.67503812,96.95367729,16-19
656158,2018,15,Amateur,white,left,341,39,372.5,94.92151563,661,418,33,409,264,45,336,96.47060195,93.27734845,95.01659648,Under 16
656380,2019,20,Amateur,latinamerican,right,256.5,26.5,336.5,94.26762755,512,339,41,360,174,12,313,93.40830787,90.65052671,98.74404808,20+
656936,2019,15,Amateur,filipino,right,373.5,56.5,272,95.39375928,705,416,102,256,331,11,288,94.54062115,95.41248184,96.22817484,Under 16
657523,2019,20,College,white,right,389,54,319.5,96.24646836,809,460,74,357,318,34,282,95.40513505,94.43987862,98.8943914,20+
657876,2019,19,Amateur,white,right,372.5,11.5,340.5,95.99452525,486,458,9,365,287,14,316,94.59094417,93.88973369,99.50289788,16-19
658144,2019,21,Amateur,white,right,427.5,75.5,275,95.83183722,598,594,128,265,261,23,285,93.47253326,95.34313128,98.67984711,20+
658184,2018,15,Amateur,white,right,NA,45727.5,NA,98.72804399,827,1935,957,504,NA,90498,NA,99.7857121,99.5057601,96.89265978,Under 16
658313,2018,15,Amateur,black,right,386,235,390.5,96.95263957,740,572,421,457,200,49,324,98.98476607,94.97204661,96.90110604,Under 16
658383,2019,19,Amateur,white,right,404.5,47,275.5,95.35123538,750,506,41,262,303,53,289,95.23114678,92.00256491,98.81999446,16-19
658634,2018,19,College,white,right,355,36,300,92.47270831,694,441,35,309,269,37,291,97.29333962,95.77465384,84.35013146,16-19
658709,2018,20,College,white,right,421.5,30,276.5,97.92229941,551,671,41,251,172,19,302,98.25674524,98.77622003,96.73393296,20+
658749,2018,15,Amateur,white,right,328.5,51,312.5,92.483299,686,423,44,328,234,58,297,97.47399056,94.21769473,85.7582117,Under 16
658800,2018,20,Amateur,other,right,NA,165,275,83.69206678,579,485,85,253,NA,245,297,97.36262312,97.73828326,55.97529395,20+
658962,2018,20,College,white,right,NA,NA,381,96.47336319,483,409,370,497,NA,NA,265,94.97443814,97.67442266,96.77122877,20+
659151,2018,20,College,hispanic,right,376,29,262,93.47198752,839,500,30,254,252,28,270,94.85136468,91.28208515,94.28251272,20+
659312,2019,15,Amateur,black,left,1247,120,302.5,95.60045253,963,1057,58,300,1437,182,305,92.88129106,96.10205127,97.81801527,Under 16
659597,2018,13,Amateur,black,both,420.5,123,360.5,88.45473255,889,468,158,425,373,88,296,93.09542034,98.65768445,73.61109287,Under 16
659681,2018,20,College,white,right,350,105.5,262,95.42948664,657,454,132,226,246,79,298,96.71504303,96.6514573,92.9219596,20+
659740,2018,21,College,white,right,562.5,59.5,294.5,91.01027165,852,577,84,280,548,35,309,94.36233646,90.89256654,87.77591194,20+
659760,2018,20,College,white,right,364.5,57.5,269.5,94.94390329,530,470,24,279,259,91,260,98.91382976,98.761089,87.15679111,20+
660134,2018,14,Amateur,hispanic,right,579.5,56,291,96.53371801,845,739,76,302,420,36,280,97.7391186,97.46375127,94.39828415,Under 16
660217,2019,20,Amateur,white,right,NA,NA,NA,94.74608255,700,NA,NA,NA,196,111,214,92.76248726,94.25790728,97.21785312,20+
660479,2018,14,Amateur,hispanic,right,479,38.5,369,83.92325811,1051,677,5,421,281,72,317,93.05074203,84.7409012,73.9781311,Under 16
660863,2019,19,Amateur,white,right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.19684825,90.63042805,NA,16-19
660912,2019,15,Amateur,black,right,NA,NA,NA,90.9822865,674,NA,NA,NA,487,22,266,90.51109617,91.23426388,91.20149945,Under 16
661036,2018,21,College,white,right,NA,248,343,96.33769633,633,457,85,364,NA,411,322,95.62145943,98.04510626,95.3465233,20+
661524,2019,20,Amateur,white,right,307,28.5,299,95.00872997,571,354,35,302,260,22,296,94.08930292,91.93271938,99.00416761,20+
661696,2018,15,Amateur,white,left,494,311,386.5,98.46458245,722,694,448,499,294,174,274,96.85641526,99.51455865,99.02277343,Under 16
661833,2019,20,Amateur,white,both,379,50,284.5,92.17907406,509,507,18,307,251,82,262,90.64522586,88.23063093,97.66136538,20+
661988,2019,20,Amateur,white,right,338,44.5,306.5,94.79139805,649,452,20,289,224,69,324,92.86868817,92.4026292,99.10287678,20+
662364,2019,20,Amateur,white,right,359.5,139,247,96.09535665,899,467,120,238,252,158,256,94.19391926,95.07746444,99.01468625,20+
662486,2018,19,College,white,right,425,191,309.5,96.83634418,631,537,334,350,313,48,269,98.82266351,97.975093,93.71127603,16-19
662501,2019,16,Amateur,white,right,356,51.5,288.5,93.74518818,556,482,46,315,230,57,262,87.78947368,94.02466824,99.42142263,16-19
662513,2018,19,College,other,right,426,177,335.5,95.28348264,520,487,29,299,365,325,372,97.8947429,97.73830848,90.21739654,16-19
662632,2018,20,College,white,left,333.5,58,285,97.36751289,622,421,43,298,246,73,272,97.79344448,97.95082814,96.35826606,20+
662833,2018,17,Amateur,white,left,452,45.5,269.5,93.35811619,865,560,54,264,344,37,275,93.78317177,94.72140449,91.56977231,16-19
662887,2018,16,Amateur,white,right,408,240.5,437,90.28688819,840,618,421,487,198,60,387,95.16869044,95.88332482,79.8086493,16-19
662915,2018,20,College,white,right,345,49.5,252,96.2751807,704,404,70,233,286,29,271,95.93870952,98.51238769,94.3744449,20+
663004,2019,20,Amateur,white,both,NA,NA,NA,93.5160391,489,NA,NA,NA,499,0,283,91.88989594,97.46284502,91.19537633,20+
663215,2019,17,Amateur,white,right,302.5,22.5,302,96.28830603,552,381,26,324,224,19,280,93.32383167,96.82774515,98.713341260000007,16-19
663310,2018,15,Amateur,white,right,405,220.5,322,91.6021613,882,485,195,338,325,246,306,95.9648261,92.45303895,86.38861884,Under 16
663351,2018,16,Amateur,hispanic,right,449,574.5,465,88.51975071,621,447,413,415,451,736,515,96.33253196,93.96984318,75.256877,16-19
663686,2019,17,Amateur,white,right,293.5,24,330,91.16735013,442,373,30,314,214,18,346,86.24176398,90.01228019,97.24800623,16-19
663859,2019,21,Amateur,white,right,438,40,269.5,91.55039354,707,519,40,256,357,40,283,85.64508426,94.02868239,94.97741398,20+
663931,2019,14,Amateur,latinamerican,right,371,154.5,284.5,92.65614821,1106,446,154,271,296,155,298,90.87346397,94.51999622,92.57498443,Under 16
663938,2018,15,Amateur,white,right,473.5,66.5,299.5,95.8774668,931,676,56,307,271,77,292,99.06321659,94.80524797,93.76393584,Under 16
663948,2019,20,Amateur,white,right,548.5,62.5,292,94.82732201,664,635,45,304,462,80,280,90.50204394,95.8630165,98.1169056,20+
664182,2018,17,Amateur,white,right,431,31.5,278.5,95.09637874,1351,583,31,286,279,32,271,96.54178947,97.70116115,91.0461856,16-19
664642,2019,15,Amateur,white,right,423.5,88.5,290.5,94.73629138,813,376,117,317,471,60,264,89.76990248,95.30850831,99.13046334,Under 16
664704,2019,20,Amateur,black,right,368.5,26.5,296.5,93.27638834,520,450,15,282,287,38,311,91.62891471,90.25595962,97.94429069,20+
664871,2018,14,Amateur,white,right,384.5,96,281.5,96.79333553,1071,510,40,269,259,152,294,97.65990818,99.81582492,92.90427348,Under 16
664913,2019,20,Amateur,white,right,337.5,90,261.5,94.59460306,611,464,101,274,211,79,249,93.69153796,90.35511555,99.73715567,20+
664920,2018,17,Amateur,white,right,354.5,58.5,285,97.03444343,590,490,49,311,219,68,259,99.64157183,99.33993198,92.12182648,16-19
665120,2019,20,Amateur,white,right,563.5,28.5,303.5,97.18942531,568,662,40,304,465,17,303,92.91323623,99.32158894,99.33345075,20+
665136,2018,20,College,white,right,464,128.5,291.5,90.24561252,NA,514,101,284,414,156,299,98.42342968,97.00148856,75.31191931,20+
665192,2018,20,College,hispanic,right,482,77,281.5,96.83766405,890,641,85,291,323,69,272,97.747754080000007,98.42930579,94.33593228,20+
665267,2019,21,Amateur,white,right,367.5,58,256.5,91.75892331,1020,524,63,240,211,53,273,93.72352213,84.76156609,96.79168172,20+
665846,2019,20,College,white,right,421,76.5,266.5,96.43805825,695,595,83,230,247,70,303,92.91735811,97.12871214,99.26810451,20+
665937,2019,20,Amateur,white,left,337,15,282.5,95.26302715,549,448,16,284,226,14,281,92.3945213,94.2490736,99.14548654,20+
665940,2018,21,College,white,left,333,127.5,267.5,94.42418244,659,436,131,276,230,124,259,94.42376304,95.3358224,93.51296187,20+
666129,2019,16,Amateur,white,both,291,23,278.5,92.95241064,443,381,32,281,201,14,276,92.12633737,94.28176306,92.44913149,16-19
666329,2019,17,Amateur,white,right,NA,NA,NA,90.66717816,907,NA,NA,NA,268,142,214,90.75456053,92.67983522,88.56713872,16-19
666501,2018,17,Amateur,white,right,312.5,93.5,284,97.82203236,842,428,42,315,197,145,253,99.70193017,97.97794891,95.786218,16-19
666914,2019,21,Amateur,white,left,369,26.5,286.5,96.27053704,1021,490,17,266,248,36,307,93.84513567,98.04668605,96.91978939,20+
667295,2018,20,College,white,right,525.5,84.5,272.5,94.86514635,711,757,48,287,294,121,258,93.88335664,95.84838663,94.86369578,20+
667362,2018,21,Amateur,white,left,309.5,104,419,82.08650045,612,461,142,418,158,66,420,91.07145787,85.12816636,70.05987712,20+
667401,2019,20,Amateur,white,right,324,48.5,279.5,95.97973672,673,404,6,310,244,91,249,93.55232708,95.57076944,98.81611364,20+
667556,2018,19,College,white,right,337.5,50.5,260,96.86208543,543,395,58,265,280,43,255,99.34449582,99.16527887,92.0764816,16-19
667759,2018,22,College,white,right,NA,253,387.5,79.95304037,NA,483,400,422,NA,106,353,88.52460771,98.50966295,52.82485046,20+
667797,2018,17,Amateur,black,right,501.5,98.5,332,92.20861202,616,642,175,270,361,22,394,95.31915598,90.72849805,90.57818204,16-19
668037,2018,15,Amateur,white,right,377,8,419.5,89.65182207,756,644,10,445,110,6,394,98.20761476,99.85358974,70.8942617,Under 16
668671,2018,17,Amateur,white,left,263.5,57,374.5,93.95948978,697,347,43,370,180,71,379,96.84464856,99.51767984,85.51614095,16-19
668961,2018,19,College,white,right,429,75,286,95.81518017,NA,632,45,273,226,105,299,98.80198999,98.14126593,90.50228458,16-19
669110,2019,17,Amateur,hispanic,right,523.5,18.5,310,96.91871832,660,642,22,310,405,15,310,94.30846931,97.33147887,99.11620677,16-19
669217,2018,13,Amateur,white,right,447,28.5,337,89.87079252,713,501,35,300,393,22,374,91.23748209,93.31160148,85.06329399,Under 16
669913,2018,15,Amateur,white,right,NA,NA,797.5,90.00733461,839,1024,9,603,NA,NA,992,91.87210495,89.50182011,88.64807877,Under 16
670036,2019,19,Amateur,asian,right,NA,NA,NA,94.58980149,401,NA,NA,NA,NA,NA,NA,93.56546376,95.09606063,95.10788008,16-19
670203,2018,21,College,white,right,309.5,70.5,276.5,91.4515139,550,415,53,263,204,88,290,92.25092224,95.52465749,86.57896196,20+
670272,2018,20,College,white,both,370.5,112,260,93.42581438,733,477,130,266,264,94,254,95.27027973,96.85041311,88.15675031,20+
671014,2018,15,Amateur,white,right,375.5,51,332,90.73010009,690,480,69,347,271,33,317,96.10982488,99.67898,76.40149539,Under 16
671031,2018,16,Amateur,hispanic,right,635,215,345,87.82682391,739,817,346,402,453,84,288,95.75853213,95.66983208,72.05210753,16-19
671075,2019,23,Amateur,white,right,380.5,220.5,264,95.27461343,784,483,270,286,278,171,242,95.3592178,95.19391892,95.27070356,20+
671135,2018,15,Amateur,hispanic,left,434.5,79,303,94.42433092,524,519,81,311,350,77,295,99.12975051,96.76055877,87.38268347,Under 16
672448,2019,18,Amateur,black,right,NA,NA,NA,94.53108239,632,NA,NA,NA,NA,NA,NA,89.47919393,97.9250225,96.18903075,16-19
673065,2018,17,Amateur,white,right,485.5,66.5,308.5,86.89908606,609,605,119,318,366,14,299,93.61706235,98.01978035,69.06041548,16-19
